Year model,Car Spec,Kilometres,Price,Transmission,Body type,Drive type,Fuel type,Fuel consumption per 100km,Colour ext,VIN,Dealer,Address,Seating capacity,Doors,CC,Number of cylinders,Fuel tank capacity,Valve gear type,Peak torque (Nm),Horsepower,Kerb weight,Make,Model,Variant,Lat,Lon
2019,2019 Toyota Hilux SR (4X4) GUN126R MY19,120555,47980,Automatic,Ute tray,Four Wheel Drive,Diesel,8.5,White,MR0KA3CD201229149,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,450,175,2075,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2019,2019 Toyota Hilux SR (4X4) GUN126R MY19,125700,48980,Automatic,Ute tray,Four Wheel Drive,Diesel,8.5,White,MR0KA3CD001228632,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,450,175,2075,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2021,2021 Toyota RAV4 GX (2WD) Hybrid Axah52R,61972,46977,Continuous Variable,Suv,Front Wheel Drive,Other,4.7,White,JTMZ23FVX0D079059,John Hughes Passenger,"196 Albany Highway, Victoria Park, WA",5,5,2487,4,55,16,221,176,1650,Toyota,RAV4,GX (2WD) Hybrid,-31.9705,115.89301
2018,2018 Toyota Hilux SR (4X4) GUN126R MY19,101333,46988,Automatic,Ute tray,Four Wheel Drive,Diesel,8.5,White,MR0KA3CD201219401,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,450,175,1955,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2022,2022 Volkswagen Touareg 170TDI CR MY23,1555,101990,Automatic,Suv,All Wheel Drive,Diesel,6.8,White,WVGZZZCRZND029177,Melville Volkswagen,"168 Leach Highway, Myaree, WA",5,4,2967,6,90,24,500,228,2067,Volkswagen,Touareg,170TDI,-32.04626,115.81017
2019,2019 Isuzu D-MAX LS-M (4X4) TF MY19,75910,49977,Automatic,Ute tray,Four Wheel Drive,Diesel,7.7,White,MPATFS85JKT006916,John Hughes Passenger,"196 Albany Highway, Victoria Park, WA",5,4,2999,4,76,16,430,175,1825,Isuzu,D-MAX,LS-M (4X4),-31.9705,115.89301
2016,2016 Toyota Landcruiser Workmate (4X4) 2 Seat VDJ78R MY12 Update,42831,81988,Manual,Suv,Four Wheel Drive,Diesel,11.9,White,JTERV71J000007308,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",2,2,4461,8,180,32,430,203,2320,Toyota,Landcruiser,Workmate (4X4) 2 Seat,-31.99962,115.9236
2020,2020 Ford Ranger XLS Sport 3.2 (4X4) PX Mkiii MY20.75,101822,47350,Automatic,Ute tray,Four Wheel Drive,Diesel,8.9,Grey,MPBUMFF50LX274214,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",5,4,3198,5,80,20,470,198,2209,Ford,Ranger,XLS Sport 3.2 (4X4),-32.046244,115.810445
2021,2021 Nissan Navara PRO-4X (4X4) D23 MY21,25815,69990,Automatic,Ute tray,Four Wheel Drive,Diesel,8.1,White,MNTCBND23A0011582,Maddington Toyota,"1910 Albany Highway, Maddington, WA",5,4,2298,4,80,16,450,188,2146,Nissan,Navara,PRO-4X (4X4),-32.05097,115.9845
2017,2017 Toyota Hilux Workmate TGN121R,68492,25990,Manual,Ute tray,Rear Wheel Drive,Unleaded Petrol,11.1,White,MR0EX3CBX01120139,Range Ford,"1888 Albany Highway, Maddington, WA",2,2,2694,4,80,16,245,164,1490,Toyota,Hilux,Workmate,-32.054412,115.987817
2023,2023 Isuzu D-MAX X-Terrain (4X4) RG1 MY23,223,74977,Automatic,Ute tray,Four Wheel Drive,Diesel,8.0,White,MPATFS40JPG008285,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2999,4,76,16,450,188,2175,Isuzu,D-MAX,X-Terrain (4X4),-31.99962,115.9236
2022,2022 Toyota Hilux SR5 (4X4) GUN126R,14949,78988,Automatic,Ute tray,Four Wheel Drive,Diesel,7.9,Grey,MR0BA3CD900156979,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,420,202,2110,Toyota,Hilux,SR5 (4X4),-31.99962,115.9236
2017,2017 Toyota Hilux SR (4X4) GUN126R MY17,114366,41984,Automatic,Ute tray,Four Wheel Drive,Diesel,8.5,White,MR0FB3CD100290559,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,450,175,1955,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2020,2020 Toyota Landcruiser GXL (4X4) VDJ79R,111526,92977,Manual,Ute tray,Four Wheel Drive,Diesel,10.7,White,JTEBV71J80B017025,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,4461,8,130,32,430,203,2205,Toyota,Landcruiser,GXL (4X4),-31.99962,115.9236
2022,2022 Toyota Hilux SR (4X4) GUN126R,20481,74995,Manual,Ute tray,Four Wheel Drive,Diesel,7.8,White,MR0KA3CC101173941,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,2,2753,4,80,16,420,202,1935,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2018,2018 Toyota Landcruiser Sahara (4X4) VDJ200R MY16,161750,94988,Automatic,Suv,Four Wheel Drive,Diesel,9.5,White,JTMHV05J604246999,Regent,"4 Hocking Road, KINGSLEY, WA",7,4,4461,8,93,32,650,269,2720,Toyota,Landcruiser,Sahara (4X4),-31.80094,115.81669
2018,2018 Toyota Hilux SR (4X4) GUN126R MY17,158651,45984,Automatic,Ute tray,Four Wheel Drive,Diesel,8.5,White,MR0KA3CD701306954,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,450,175,1955,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2018,2018 Toyota Landcruiser Workmate (4X4) VDJ79R MY18,93632,85984,Manual,Ute tray,Four Wheel Drive,Diesel,10.7,White,JTELV71J407403237,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",3,2,4461,8,180,32,430,203,2045,Toyota,Landcruiser,Workmate (4X4),-31.99962,115.9236
2018,2018 Toyota Landcruiser Workmate (4X4) VDJ79R MY18,109352,82980,Manual,Ute tray,Four Wheel Drive,Diesel,10.7,White,JTELV71J707403023,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",3,2,4461,8,180,32,430,203,2045,Toyota,Landcruiser,Workmate (4X4),-31.99962,115.9236
2017,2017 Mazda CX-9 Azami (awd) MY16,105244,37990,Automatic,Suv,All Wheel Drive,Unleaded Petrol,8.8,Grey,JM0TC4WLA00116602,Melville Mazda,"385 Canning Highway, Palmyra, WA",7,4,2488,4,74,16,420,228,1924,Mazda,CX-9,Azami (awd),-32.03475,115.79276
2020,2020 MG HS Excite SAS23 MY21,34322,27977,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,7.3,White,LSJA24U96LN017163,John Hughes Passenger,"196 Albany Highway, Victoria Park, WA",5,4,1490,4,55,16,250,160,1520,MG,HS,Excite,-31.9705,115.89301
2019,2019 Toyota Landcruiser Workmate (4X4) VDJ79R MY18,99062,93988,Manual,Ute tray,Four Wheel Drive,Diesel,10.7,White,JTEBV71J70B005786,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,4461,8,130,32,430,203,2205,Toyota,Landcruiser,Workmate (4X4),-31.99962,115.9236
2017,2017 Mazda BT-50 XTR (4X4) MY16,103000,44990,Automatic,Ute tray,Four Wheel Drive,Diesel,9.2,Grey,MM0UR0YG100766161,Osborne Park Mazda used,"430 Scarborough Beach Road, Osborne Park, WA",5,4,3196,5,80,20,470,198,2086,Mazda,BT-50,XTR (4X4),-31.90779,115.81192
2019,2019 Holden Colorado LTZ (4X4) RG MY20,81547,43888,Automatic,Ute tray,Four Wheel Drive,Diesel,8.7,White,MMU148MK0LH626329,Maddington Toyota,"1910 Albany Highway, Maddington, WA",5,4,2776,4,76,16,470,198,2121,Holden,Colorado,LTZ (4X4),-32.05097,115.9845
2018,2018 Toyota Landcruiser Workmate (4X4) VDJ79R MY18,43291,93988,Manual,Ute tray,Four Wheel Drive,Diesel,10.7,White,JTELV71JX07404165,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",3,2,4461,8,180,32,430,203,2045,Toyota,Landcruiser,Workmate (4X4),-31.99962,115.9236
2018,2018 Toyota Hilux SR (4X4) GUN126R MY17,127539,44992,Automatic,Ute tray,Four Wheel Drive,Diesel,8.5,White,MR0KA3CD701213397,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,450,175,1955,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2020,2020 Toyota RAV4 GXL 2WD Hybrid Axah52R,76542,46990,Continuous Variable,Suv,Front Wheel Drive,Other,4.7,White,JTMW23FVX0D054066,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",5,5,2487,4,55,16,221,176,1675,Toyota,RAV4,GXL 2WD Hybrid,-32.046244,115.810445
2019,2019 Holden Colorado LTZ (4X4) RG MY20,91991,41999,Automatic,Ute tray,Four Wheel Drive,Diesel,8.7,Blue,MMU148MK0KH656952,Perth Auto Haven,"1848 Albany Highway, Maddington, WA",5,4,2776,4,76,16,470,198,2121,Holden,Colorado,LTZ (4X4),-32.048253,115.978881
2023,2023 Mazda BT-50 GT (4X4) B30E,7,64988,Automatic,Ute tray,Four Wheel Drive,Diesel,8.0,White,MP2TFS40JPT300556,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2999,4,76,16,450,188,2035,Mazda,BT-50,GT (4X4),-31.99962,115.9236
2023,2023 Mazda BT-50 XTR (4X4) B30E,1030,71988,Automatic,Ute tray,Four Wheel Drive,Diesel,8.0,White,MP2TFS40JPT300371,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2999,4,76,16,450,188,2030,Mazda,BT-50,XTR (4X4),-31.99962,115.9236
2020,2020 Volkswagen Golf R Final Edition AU MY20,40945,58990,Automatic,Hatch,All Wheel Drive,Premium Unleaded Petrol,7.2,White,WVWZZZAUZLW136186,Melville Volkswagen,"168 Leach Highway, Myaree, WA",5,5,1984,4,55,16,380,286,1450,Volkswagen,Golf,R Final Edition,-32.04626,115.81017
2020,2020 Volkswagen Golf R AU MY20,13754,56980,Automatic,Hatch,All Wheel Drive,Premium Unleaded Petrol,7.2,Blue,WVWZZZAUZLW091092,Canning Vale Toyota,"209 Bannister Road, Canning Vale, WA",5,5,1984,4,55,16,380,286,1450,Volkswagen,Golf,R,-32.06485,115.90025
2019,2019 Toyota Hilux SR5 (4X4) GUN126R MY19 Upgrade,55663,56990,Automatic,Ute tray,Four Wheel Drive,Diesel,8.5,Silver,MR0HA3CD600441441,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",5,4,2753,4,80,16,450,175,2080,Toyota,Hilux,SR5 (4X4),-32.046244,115.810445
2020,2020 Toyota Landcruiser LC200 VX (4X4) VDJ200R,29653,126988,Automatic,Suv,Four Wheel Drive,Diesel,9.5,Silver,JTMHV05J304297604,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",7,4,4461,8,93,32,650,269,2720,Toyota,Landcruiser,LC200 VX (4X4),-31.99962,115.9236
2020,2020 Ford Ranger Wildtrak 3.2 (4X4) PX Mkiii MY20.25,66151,57985,Automatic,Ute tray,Four Wheel Drive,Diesel,8.9,White,MPBUMFF50LX268440,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",5,4,3198,5,80,20,470,198,2278,Ford,Ranger,Wildtrak 3.2 (4X4),-31.7572029,115.7731046
2023,2023 Toyota Corolla ZR Hybrid ZWE219R,117,48888,Continuous Variable,Hatch,Front Wheel Drive,Other,4.0,Grey,JTNKE3BE503508141,Maddington Toyota,"1910 Albany Highway, Maddington, WA",5,5,1798,4,43,16,142,97,1370,Toyota,Corolla,ZR Hybrid,-32.05097,115.9845
2020,2020 Volkswagen Tiguan Allspace 162 TSI Highline 5NA MY20,73371,47888,Automatic,Suv,All Wheel Drive,Premium Unleaded Petrol,8.3,White,WVGZZZ5NZLM100312,Melville Subaru,"Leach Highway, Melville, WA",7,4,1984,4,60,16,350,218,1769,Volkswagen,Tiguan,Allspace 162 TSI Highline,-32.0459813,115.8294093
2011,2011 Porsche Boxster Spyder 987 MY11,94000,119900,Automatic,Other,Rear Wheel Drive,Premium Unleaded Petrol,9.3,White,WP0ZZZ98ZBS740531,Porsche Centre Perth used,"101 Stirling Highway, Nedlands, WA",2,2,3436,6,65,24,370,316,1355,Porsche,Boxster,Spyder,-31.97905425,115.80173020000001
2019,2019 Toyota Supra GTS GR DB42R,83430,76888,Automatic,Coupe,Rear Wheel Drive,Unleaded Petrol,7.7,Other,WZ1DB42060W024253,Scarboro Toyota,"297 Scarborough Beach Road, Osborne Park, WA",2,2,2998,6,52,24,500,336,1495,Toyota,Supra,GTS,-31.91454,115.824791
2020,2020 Toyota Landcruiser LC200 Sahara (4X4) VDJ200R,23700,134988,Automatic,Suv,Four Wheel Drive,Diesel,9.5,White,JTMHV05J904318553,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",7,4,4461,8,93,32,650,269,2720,Toyota,Landcruiser,LC200 Sahara (4X4),-31.99962,115.9236
2022,2022 Toyota Landcruiser LC300 Sahara (4X4) FJA300R,25226,143984,Automatic,Suv,Four Wheel Drive,Diesel,8.9,White,JTMAA7BJ404007297,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",7,4,3346,6,110,24,700,305,2630,Toyota,Landcruiser,LC300 Sahara (4X4),-31.99962,115.9236
2021,2021 Toyota Hilux SR5 (4X4) GUN126R Facelift,19890,65490,Automatic,Ute tray,Four Wheel Drive,Diesel,7.9,Grey,MR0BA3CD000048198,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",5,4,2753,4,80,16,420,202,2055,Toyota,Hilux,SR5 (4X4),-32.046244,115.810445
2022,2022 Toyota Landcruiser LC300 GR-S (4X4) FJA300R,40396,156977,Automatic,Suv,Four Wheel Drive,Diesel,8.9,White,JTMAAABJ904012556,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,3346,6,110,24,700,305,2630,Toyota,Landcruiser,LC300 GR-S (4X4),-31.99962,115.9236
2021,2021 Ford Ranger Wildtrak X 2.0 (4X4) PX Mkiii MY21.25,63001,63250,Automatic,Ute tray,Four Wheel Drive,Diesel,7.4,Black,MPBUMFF60MX326703,Range Ford,"1888 Albany Highway, Maddington, WA",5,4,1996,4,80,16,500,211,2257,Ford,Ranger,Wildtrak X 2.0 (4X4),-32.054412,115.987817
2022,2022 Toyota Hilux SR (4X4) GUN126R,19900,74988,Automatic,Ute tray,Four Wheel Drive,Diesel,8.0,White,MR0KA3CD401317250,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,420,202,1985,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2023,2023 MG HS Core SAS23 MY22,18058,27777,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,7.3,White,LSJA24U98NN058588,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,1490,4,55,16,250,160,1489,MG,HS,Core,-31.99962,115.9236
2017,2017 Ford Ranger XLT 3.2 (4X4) PX Mkii MY17 Update,112200,41783,Automatic,Ute tray,Four Wheel Drive,Diesel,9.0,White,MPBUMFF50HX141567,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",5,4,3198,5,80,20,470,198,2159,Ford,Ranger,XLT 3.2 (4X4),-31.7572029,115.7731046
2021,2021 MG HS Excite SAS23 MY21,38763,28588,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,7.3,Black,LSJA24U94LN017775,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,1490,4,55,16,250,160,1520,MG,HS,Excite,-31.99962,115.9236
2022,2022 Toyota Hilux SR5 + Premium Interior (4X4) GUN126R,14678,76988,Automatic,Ute tray,Four Wheel Drive,Diesel,8.4,Silver,MR0BA3CDX00154917,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,2753,4,80,16,450,175,2110,Toyota,Hilux,SR5 + Premium Interior (4X4),-31.80094,115.81669
2020,2020 Toyota Landcruiser LC200 VX (4X4) VDJ200R,41805,119977,Automatic,Suv,Four Wheel Drive,Diesel,9.5,Grey,JTMHV05J404320839,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",7,4,4461,8,93,32,650,269,2720,Toyota,Landcruiser,LC200 VX (4X4),-31.99962,115.9236
2022,2022 Toyota Landcruiser LC300 Sahara (4X4) FJA300R,18100,150988,Automatic,Suv,Four Wheel Drive,Diesel,8.9,White,JTMAA7BJ004008513,Regent,"4 Hocking Road, KINGSLEY, WA",7,4,3346,6,110,24,700,305,2630,Toyota,Landcruiser,LC300 Sahara (4X4),-31.80094,115.81669
2021,2021 Ford Ranger Wildtrak X 2.0 (4X4) PX Mkiii MY21.25,43204,66999,Automatic,Ute tray,Four Wheel Drive,Diesel,7.4,White,MPBUMFF60MX329418,Range Ford,"1888 Albany Highway, Maddington, WA",5,4,1996,4,80,16,500,211,2257,Ford,Ranger,Wildtrak X 2.0 (4X4),-32.054412,115.987817
2021,2021 MG HS Excite SAS23 MY21,33745,27999,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,7.3,Blue,LSJA24U97LN028950,John Hughes Passenger,"196 Albany Highway, Victoria Park, WA",5,4,1490,4,55,16,250,160,1520,MG,HS,Excite,-31.9705,115.89301
2015,2015 Toyota Landcruiser Sahara (4X4) VDJ200R MY16,149606,91888,Automatic,Suv,Four Wheel Drive,Diesel,9.5,White,JTMHV05JX04181154,CarPlace,"7 Sobek Pass, Bibra Lake, WA",7,4,4461,8,93,32,650,269,2720,Toyota,Landcruiser,Sahara (4X4),-32.094655,115.814641
2019,2019 Toyota Landcruiser LC200 VX (4X4) VDJ200R,78592,115990,Automatic,Suv,Four Wheel Drive,Diesel,9.5,White,JTMHV05J904285635,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",7,4,4461,8,93,32,650,269,2720,Toyota,Landcruiser,LC200 VX (4X4),-31.99962,115.9236
2022,2022 Ford Ranger FX4 MAX 2.0 (4X4) PX Mkiii MY21.75,22279,72888,Automatic,Ute tray,Four Wheel Drive,Diesel,8.0,Grey,MPBUMFF60MX380822,CarPlace,"7 Sobek Pass, Bibra Lake, WA",5,4,1996,4,80,16,500,211,2219,Ford,Ranger,FX4 MAX 2.0 (4X4),-32.094655,115.814641
2022,2022 Toyota Hilux Workmate (4X4) GUN125R,37,77988,Automatic,Ute tray,Four Wheel Drive,Diesel,8.0,White,MR0DB3CD503752319,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2393,4,80,16,400,148,1965,Toyota,Hilux,Workmate (4X4),-31.99962,115.9236
2021,2021 MG HS Excite SAS23 MY21,38667,27988,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,7.3,Blue,LSJA24U90LN016123,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,1490,4,55,16,250,160,1520,MG,HS,Excite,-31.99962,115.9236
2019,2019 Porsche Macan S 95B MY19,23125,104990,Automatic,Suv,All Wheel Drive,Premium Unleaded Petrol,9.6,Silver,WP1ZZZ95ZKLB24013,Maddington City Used Cars,"1856 Albany Highway, Maddington, WA",5,4,2995,6,75,24,480,349,1940,Porsche,Macan,S,-32.0492167,115.9792547
2020,2020 Mercedes-Benz GLC 200 X253 MY20.5,61471,67989,Automatic,Suv,Rear Wheel Drive,Premium Unleaded Petrol,7.8,Grey,W1N2539802V250866,Melville Toyota,"Cnr North Lake Road & Leach Hwy, Melville, WA",5,4,1991,4,66,16,320,195,1813,Mercedes-Benz,GLC,200,-32.040263,115.800702
2023,2023 Toyota Hilux Workmate (4X4) GUN125R,3600,78988,Automatic,Ute tray,Four Wheel Drive,Diesel,8.0,White,MR0DB3CD803752430,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2393,4,80,16,400,148,1965,Toyota,Hilux,Workmate (4X4),-31.99962,115.9236
2020,2020 Mazda CX-8 Touring (fwd) CX8C,23702,42969,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,8.1,Silver,JM0KG2WLA00303780,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",7,4,2488,4,72,16,252,188,1782,Mazda,CX-8,Touring (fwd),-31.99962,115.9236
2020,2020 Nissan Navara N-Trek Special Edition (4X4) D23 Series 4 MY20,28847,52688,Automatic,Ute tray,Four Wheel Drive,Diesel,7.0,Black,MNTCB4D23A0068151,CarPlace,"7 Sobek Pass, Bibra Lake, WA",5,4,2298,4,80,16,450,188,1996,Nissan,Navara,N-Trek Special Edition (4X4),-32.094655,115.814641
2022,2022 Toyota Landcruiser LC300 Sahara (4X4) FJA300R,20948,157990,Automatic,Suv,Four Wheel Drive,Diesel,8.9,Black,JTMAA7BJ804020926,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",7,4,3346,6,110,24,700,305,2630,Toyota,Landcruiser,LC300 Sahara (4X4),-32.046244,115.810445
2023,2023 Mazda BT-50 GT (4X4) B30E,1058,65990,Automatic,Ute tray,Four Wheel Drive,Diesel,8.0,Grey,MP2TFS40JPT304877,Range Ford,"1888 Albany Highway, Maddington, WA",5,4,2999,4,76,16,450,188,2035,Mazda,BT-50,GT (4X4),-32.054412,115.987817
2022,2022 MG HS Core SAS23 MY22,19756,27777,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,7.3,White,LSJA24U96NN058945,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,1490,4,55,16,250,160,1489,MG,HS,Core,-31.99962,115.9236
2021,2021 Toyota Landcruiser LC200 GXL (4X4) VDJ200R,16445,114350,Automatic,Suv,Four Wheel Drive,Diesel,9.5,Grey,JTMHV01J404332463,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",8,4,4461,8,138,32,650,269,2700,Toyota,Landcruiser,LC200 GXL (4X4),-32.046244,115.810445
2022,2022 Toyota Hilux Workmate (4X4) GUN125R,36,78988,Automatic,Ute tray,Four Wheel Drive,Diesel,8.0,White,MR0DB3CD603752250,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2393,4,80,16,400,148,1965,Toyota,Hilux,Workmate (4X4),-31.99962,115.9236
2022,2022 Isuzu D-MAX X-Terrain (4X4) RG MY22,12800,73995,Automatic,Ute tray,Four Wheel Drive,Diesel,7.7,Black,MPATFS40JNT009519,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2999,4,76,16,450,188,2165,Isuzu,D-MAX,X-Terrain (4X4),-31.99962,115.9236
2019,2019 Subaru Levorg 2.0 STI Sport (awd) MY20,25875,47388,Continuous Variable,Wagon,All Wheel Drive,Premium Unleaded Petrol,8.7,Grey,JF1VMGK85KG009225,Melville Subaru,"Leach Highway, Melville, WA",5,4,1998,4,60,16,350,265,1631,Subaru,Levorg,2.0 STI Sport (awd),-32.0459813,115.8294093
2019,2019 Toyota Hilux SR HI-Rider GUN136R MY19,132094,45984,Automatic,Ute tray,Rear Wheel Drive,Diesel,8.1,White,MR0JA3DD200345743,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,450,175,1930,Toyota,Hilux,SR HI-Rider,-31.99962,115.9236
2017,2017 Volkswagen Amarok V6 TDI 550 Highline 2H MY17,97871,41989,Automatic,Ute tray,Four Wheel Drive,Diesel,7.8,Silver,WV1ZZZ2HZHH006917,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2967,6,80,24,550,222,2169,Volkswagen,Amarok,V6 TDI 550 Highline,-31.99962,115.9236
2018,2018 Volkswagen Amarok V6 TDI 550 Dark Label 2H MY18,57984,59895,Automatic,Ute tray,Four Wheel Drive,Diesel,7.8,White,WV1ZZZ2HZJH018880,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2967,6,80,24,550,222,2169,Volkswagen,Amarok,V6 TDI 550 Dark Label,-31.99962,115.9236
2017,2017 Toyota Landcruiser Sahara (4X4) VDJ200R MY16,118639,104988,Automatic,Suv,Four Wheel Drive,Diesel,9.5,White,JTMHV05J104228488,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",7,4,4461,8,93,32,650,269,2720,Toyota,Landcruiser,Sahara (4X4),-31.99962,115.9236
2021,2021 Volkswagen Amarok TDI420 Core 4Motion 2H MY21,27424,46990,Automatic,Ute tray,Four Wheel Drive,Diesel,8.9,White,WV1ZZZ2HZMA024189,Melville Mazda,"385 Canning Highway, Palmyra, WA",5,4,1968,4,80,16,420,178,2007,Volkswagen,Amarok,TDI420 Core 4Motion,-32.03475,115.79276
2020,2020 Volkswagen Amarok TDI550 Canyon 4Motion (4X4) 2H MY20,29068,79995,Automatic,Ute tray,Four Wheel Drive,Diesel,9.0,Other,WV1ZZZ2HZLA012843,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2967,6,80,24,550,222,2091,Volkswagen,Amarok,TDI550 Canyon 4Motion (4X4),-31.99962,115.9236
2023,2023 Toyota Hilux SR (4X4) GUN126R,7,81995,Automatic,Ute tray,Four Wheel Drive,Diesel,8.0,White,MR0KA3CD601287152,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,420,202,1985,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2019,2019 Toyota Landcruiser LC200 VX (4X4) VDJ200R,74000,107990,Automatic,Suv,Four Wheel Drive,Diesel,9.5,Silver,JTMHV05J004273180,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",7,4,4461,8,93,32,650,269,2720,Toyota,Landcruiser,LC200 VX (4X4),-32.046244,115.810445
2018,2018 Toyota Landcruiser Workmate (4X4) VDJ79R MY18,99725,84988,Manual,Ute tray,Four Wheel Drive,Diesel,10.7,White,JTELV71J707403183,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",3,2,4461,8,180,32,430,203,2045,Toyota,Landcruiser,Workmate (4X4),-31.99962,115.9236
2021,2021 MG HS Core SAS23 MY21,41472,27888,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,7.3,Black,LSJA24U95LN028056,CarPlace,"7 Sobek Pass, Bibra Lake, WA",5,4,1490,4,55,16,250,160,1489,MG,HS,Core,-32.094655,115.814641
2019,2019 Holden Trailblazer Z71 (4X4) RG MY20,51459,48999,Automatic,Suv,Four Wheel Drive,Diesel,8.6,Black,MMU156PK0LH625247,Gibbons Autos,"2325 Albany Highway, Gosnells, WA",7,4,2776,4,76,16,500,198,2139,Holden,Trailblazer,Z71 (4X4),-32.074574,116.004894
2022,2022 Toyota Hilux SR (4X4) GUN126R,36302,69988,Automatic,Ute tray,Four Wheel Drive,Diesel,7.9,White,MR0KA3CDX01267907,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,420,202,2110,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2014,2014 Mazda 3 Maxx BM,161078,15990,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,5.8,Grey,JM0BM547810146533,Platinum Automotive Sales,"198 Collier Rd, Bayswater, WA",5,5,1998,4,51,16,200,153,1300,Mazda,3,Maxx,-31.904689,115.917071
2019,2019 Toyota Landcruiser LC200 VX (4X4) VDJ200R,103979,104350,Automatic,Suv,Four Wheel Drive,Diesel,9.5,White,JTMHV05JX04273378,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",7,4,4461,8,93,32,650,269,2720,Toyota,Landcruiser,LC200 VX (4X4),-32.046244,115.810445
