Year model,Car Spec,Kilometres,Price,Transmission,Body type,Drive type,Fuel type,Fuel consumption per 100km,Colour ext,VIN,Dealer,Address,Seating capacity,Doors,CC,Number of cylinders,Fuel tank capacity,Valve gear type,Maximum torque,Maximum power (kW),Kerb weight,Make,Model,Variant,lat,lon
2013,2013 Mazda 3 NEO BL Series 2 MY13,69856,16990,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,8.2,Grey,JM0BL10F200403867,Osborne Park Mazda used,"430 Scarborough Beach Road, Osborne Park, WA",5,5,1999,4,55,16,182 @ 4500 RPM,108 @ 6500 RPM,1303,Mazda,3,NEO,-31.90779,115.81192
2017,2017 Holden Commodore SV6 VF II MY17,102423,29998,Automatic,Sedan,Rear Wheel Drive,Unleaded Petrol,9.5,Blue,6G1FB5E39HL329564,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,4,3565,6,73,24,350 @ 2900 RPM,210 @ 6400 RPM,1684,Holden,Commodore,SV6,-32.0166894,115.9322155
1997,1997 MG F 1.8I,190264,8990,Manual,Other,Rear Wheel Drive,Premium Unleaded Petrol,7.9,Other,SARRDWBGBWD027751,R & K Wholesale,"37 Rockingham Road, Hamilton Hill, WA",2,2,1796,4,50,16,166 @ 3000 RPM,90 @ 5500 RPM,1060,MG,F,1.8I,-32.08184,115.7682
2017,2017 Ford Fiesta Sport WZ,42736,18483,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,4.9,White,MPB8XXMXJ8HG19696,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",5,5,998,3,42,16,170 @ 1400 RPM,92 @ 6000 RPM,1127,Ford,Fiesta,Sport,-31.7572029,115.7731046
2015,2015 Hyundai Santa FE Elite Crdi (4X4) DM Series II (DM3),106543,25888,Automatic,Suv,All Wheel Drive,Diesel,7.8,Grey,KMHSU81XSFU479377,Volkswagen Osborne Park used,"435 Scarborough Beach Road, Osborne Park, WA",7,4,2199,4,64,16,440 @ 1750 RPM,147 @ 3800 RPM,1830,Hyundai,Santa FE,Elite Crdi (4X4),-31.90835,115.8103
2019,2019 Hyundai I30 Active PD2 MY20,59311,23999,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.4,Grey,KMHH351EMLU116802,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,1999,4,50,16,203 @ 4700 RPM,120 @ 6200 RPM,1276,Hyundai,I30,Active,-31.79166,115.81549
2019,2019 Jeep Wrangler Sport S (4X4) JL MY19,49602,43880,Automatic,Suv,4x4,Unleaded Petrol,9.6,Other,1C4HJXGG7KW595005,NuFord used,"6 Automotive Drive, Wangara, WA",4,2,3604,6,66,24,347 @ 4100 RPM,209 @ 6400 RPM,1762,Jeep,Wrangler,Sport S (4X4),-31.794467,115.815222
2019,2019 Kia Seltos S (fwd) MY20,59899,29990,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,6.8,White,KNAEP81ATL7019929,Platinum Automotive Sales,"198 Collier Rd, Bayswater, WA",5,4,1999,4,50,16,180 @ 4500 RPM,110 @ 6200 RPM,1355,Kia,Seltos,S (fwd),-31.904689,115.917071
2019,2019 Kia Cerato S (AV) BD MY19,70951,22977,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.4,White,KNAF251CMK5051853,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,5,1999,4,50,16,192 @ 4000 RPM,112 @ 6200 RPM,1320,Kia,Cerato,S (AV),-31.99962,115.9236
2010,2010 Honda CR-V (4X4) MY10,98358,15488,Automatic,Suv,4x4,Unleaded Petrol,10.0,Red,MRHRE4830AP051442,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,2354,4,58,16,218 @ 4200 RPM,125 @ 5800 RPM,1600,Honda,CR-V,(4X4),-31.80094,115.81669
2007,2007 Ford Focus XR5 Turbo LT,194611,14990,Manual,Hatch,Front Wheel Drive,Premium Unleaded Petrol,9.3,Silver,WF05XXGCD57E62890,Wangara Motors,"25 Prindiville Drive, Wangara, WA",5,5,2521,5,55,20,320 @ 1600 RPM,166 @ 6000 RPM,1442,Ford,Focus,XR5 Turbo,-31.79038,115.81869
2016,2016 Hyundai Elantra SR Turbo (red) AD,90628,24898,Other,Sedan,Front Wheel Drive,Unleaded Petrol,7.2,White,KMHD041BVHU273922,Maddington Hyundai,"1900 Albany Highway, Maddington, WA",5,4,1591,4,50,16,265 @ 1500 RPM,150 @ 6000 RPM,1385,Hyundai,Elantra,SR Turbo (red),-32.05044,115.983723
2006,2006 Subaru Impreza WRX (awd) MY06,57475,34990,Manual,Sedan,All Wheel Drive,Unleaded Petrol,10.9,Blue,JF1GDGKD36G052312,Roadbend Motors,"32 Welshpool Rd, Welshpool, WA",5,4,2457,4,60,16,320 @ 3600 RPM,169 @ 5600 RPM,1415,Subaru,Impreza,WRX (awd),-31.99353,115.91866
2007,2007 Holden Commodore SS VE,205501,18985,Manual,Sedan,Rear Wheel Drive,Premium Unleaded Petrol,14.6,Blue,6G1EK54H38L946970,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",5,4,5967,8,73,16,530 @ 4400 RPM,270 @ 5700 RPM,1708,Holden,Commodore,SS,47.4558162,-122.20913610939236
2020,2020 MG MG3 Auto Core SZP1 MY21,27759,16999,Automatic,Hatch,Front Wheel Drive,Premium Unleaded Petrol,6.7,Blue,LSJZ14U92MS031795,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,5,1498,4,45,16,150 @ 4500 RPM,82 @ 6000 RPM,1170,MG,MG3 Auto,Core,-31.995227,115.938215
2008,2008 Mitsubishi Express SWB SJ MY07,268546,7990,Manual,Other,Rear Wheel Drive,Unleaded Petrol,12.0,White,JMFGNP04V8A001642,R & K Wholesale,"37 Rockingham Road, Hamilton Hill, WA",2,2,2351,4,55,16,192 @ 2500 RPM,84 @ 5000 RPM,1280,Mitsubishi,Express,SWB,-32.08184,115.7682
2018,2018 Toyota Hilux Workmate TGN121R MY17,106656,38975,Automatic,Ute tray,Rear Wheel Drive,Unleaded Petrol,10.9,White,MR0EX3CB501116984,Purely commercials Bibra Lake,"3 Salpietro Street, Bibra Lake, WA",2,2,2694,4,80,16,245 @ 4000 RPM,122 @ 5200 RPM,1490,Toyota,Hilux,Workmate,-32.11556,115.79544
2014,2014 Nissan Navara ST (4X4) D40 MY12,215000,21921,Automatic,Ute tray,4x4,Diesel,10.5,Red,VSKCVND40A0548488,Next Ride,"464 Canning Highway, Como, WA",5,4,2488,4,80,16,450 @ 2000 RPM,140 @ 4000 RPM,1985,Nissan,Navara,ST (4X4),-32.00604,115.8597
2012,2012 Chrysler 300 C Luxury MY12,175468,19998,Automatic,Sedan,Rear Wheel Drive,Diesel,7.2,Grey,2C3CCAVM9CH261671,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",5,4,2987,6,72,24,550 @ 1800 RPM,176 @ 4000 RPM,2042,Chrysler,300,C Luxury,-31.7572029,115.7731046
2020,2020 Volkswagen Tiguan 110 TSI Comfortline 5NA MY20,35765,38990,Other,Suv,Front Wheel Drive,Premium Unleaded Petrol,7.1,Grey,WVGZZZ5NZLM171995,Big Rock Toyota used,"445 Wanneroo Road, Balcatta, WA",5,4,1395,4,60,16,250 @ 1500 RPM,110 @ 5000 RPM,1499,Volkswagen,Tiguan,110 TSI Comfortline,-31.86697,115.82846
2013,2013 Nissan Tiida ST C11 Series 4,59000,12990,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.8,White,MNTFBAC11A0023837,DNA CAR SALES,"16 Baretta Road, Wangara, WA",5,5,1797,4,52,16,174 @ 4800 RPM,93 @ 5200 RPM,1110,Nissan,Tiida,ST,-31.79241,115.82027
2014,2014 Holden Cruze CDX JH MY14,93200,13990,Automatic,Wagon,Front Wheel Drive,Unleaded Petrol,7.4,Black,KL3JA3559DK171097,BUCKINGHAM DRIVE AUTOS,"24 Buckingham Drive, Wangara, WA",5,4,1796,4,60,16,176 @ 3800 RPM,104 @ 6200 RPM,1442,Holden,Cruze,CDX,-31.78741,115.81759
2021,2021 Mazda CX-3 Maxx Sport (awd) CX3F,26338,27499,Automatic,Suv,All Wheel Drive,Unleaded Petrol,6.7,Silver,JM0DK2W7A01655153,Southside Mitsubishi used,"1261 Albany Highway, Cannington, WA",5,4,1998,4,44,16,195 @ 2800 RPM,110 @ 6000 RPM,1360,Mazda,CX-3,Maxx Sport (awd),-32.012637,115.926416
2015,2015 Nissan Pathfinder ST (4X4) R52 MY15,158969,21998,Continuous Variable,Suv,4x4,Premium Unleaded Petrol,10.2,White,5N1AR2MM0FC630218,Gardner Commercials,"1308 Albany Highway, Cannington, WA",7,4,3498,6,73,24,325 @ 4400 RPM,190 @ 6400 RPM,1985,Nissan,Pathfinder,ST (4X4),-32.015497,115.931154
2010,2010 Subaru Impreza RX (awd) MY11,138159,11985,Automatic,Hatch,All Wheel Drive,Premium Unleaded Petrol,8.8,Silver,JF1GH7KS5BG047440,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",5,5,1994,4,60,16,196 @ 3200 RPM,110 @ 6400 RPM,1360,Subaru,Impreza,RX (awd),47.4558162,-122.20913610939236
2006,2006 Subaru Forester X MY06,268800,7985,Other,Suv,All Wheel Drive,Unleaded Petrol,9.7,White,JF2SG9KN56G069507,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",5,4,2457,4,60,16,226 @ 4400 RPM,121 @ 5600 RPM,1415,Subaru,Forester,X,47.4558162,-122.20913610939236
2017,2017 Fiat 500 Lounge Series 4 MY17,8801,24999,Automatic,Hatch,Front Wheel Drive,Premium Unleaded Petrol,4.8,White,ZFA3120000J772819,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",4,3,1242,4,35,8,102 @ 3000 RPM,51 @ 5500 RPM,865,Fiat,500,Lounge,-31.79166,115.81549
2009,2009 Ford Ranger Wildtrak (4X4) PK,192887,19998,Manual,Ute tray,4x4,Diesel,9.3,Silver,MNAUSFE909W802733,Gardner Commercials,"1308 Albany Highway, Cannington, WA",5,4,2953,4,70,16,380 @ 1800 RPM,115 @ 3200 RPM,1957,Ford,Ranger,Wildtrak (4X4),-32.015497,115.931154
2018,2018 Toyota Hilux SR5+ (4X4) GUN126R MY17,106853,55990,Automatic,Ute tray,4x4,Diesel,8.5,White,MR0HA3CD400420927,Grand Toyota Wangara used,"1 Lancaster Road, Wangara, WA",5,4,2753,4,80,16,450 @ 1600 RPM,130 @ 3400 RPM,2080,Toyota,Hilux,SR5+ (4X4),-31.796743,115.815802
2012,2012 Suzuki Grand Vitara (4X4) JB MY13,154826,12990,Manual,Suv,4x4,Diesel,6.8,Grey,JSAJTD44V00671319,Motown Auto Wholesale - 2,"179 Bank Street, East Victoria Park, WA",5,4,1870,4,66,8,300 @ 2000 RPM,95 @ 3750 RPM,1630,Suzuki,Grand Vitara,(4X4),-31.9826419,115.9123839
2009,2009 Volkswagen Caddy 1.9 TDI 2K MY08,190411,14998,Manual,Other,Front Wheel Drive,Diesel,6.2,White,WV1ZZZ2KZ9X079798,Gardner Commercials,"1308 Albany Highway, Cannington, WA",2,2,1896,4,60,8,250 @ 1900 RPM,77 @ 4000 RPM,1385,Volkswagen,Caddy,1.9 TDI,-32.015497,115.931154
2019,2019 Hyundai Tucson Active X (fwd) TL3 MY19,108665,26490,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,7.9,White,KMHJ2814MKU846645,Wild West Hyundai used,"Automotive Drive, Wangara, WA",5,4,1999,4,62,16,205 @ 4000 RPM,122 @ 6200 RPM,1530,Hyundai,Tucson,Active X (fwd),-31.7946731,115.818228
2019,2019 Toyota Camry Ascent (hybrid) Axvh71R MY19,14288,39999,Continuous Variable,Sedan,Front Wheel Drive,Premium Unleaded/Electric,4.2,White,JTNB23HK203050466,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,2494,4,50,16,231 @ 4100 RPM,133 @ 5700 RPM,1580,Toyota,Camry,Ascent (hybrid),-31.79166,115.81549
2005,2005 Toyota Landcruiser Prado Grande (4X4) GRJ120R,250790,18990,Automatic,Suv,4x4,Unleaded Petrol,13.2,Other,JTEBU25J505010385,BUCKINGHAM DRIVE AUTOS,"24 Buckingham Drive, Wangara, WA",8,4,3955,6,180,24,343 @ 2400 RPM,179 @ 5200 RPM,2200,Toyota,Landcruiser Prado,Grande (4X4),-31.78741,115.81759
2014,2014 Renault Kangoo Maxi X61,118732,18975,Manual,Other,Front Wheel Drive,Diesel,5.2,White,VF1FW16H6E0699066,Purely commercials Bibra Lake,"3 Salpietro Street, Bibra Lake, WA",2,4,1461,4,60,8,240 @ 1900 RPM,82 @ 3750 RPM,1322,Renault,Kangoo,Maxi,-32.11556,115.79544
2017,2017 Holden Commodore SV6 VF II MY17,138705,27998,Automatic,Wagon,Rear Wheel Drive,Unleaded Petrol,9.8,Black,6G1FB8E33HL304614,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,4,3565,6,73,24,350 @ 2900 RPM,210 @ 6400 RPM,1684,Holden,Commodore,SV6,-32.0166894,115.9322155
2016,2016 Ford Kuga Ambiente (fwd) TF MK 2,109629,16985,Automatic,Suv,Front Wheel Drive,Premium Unleaded Petrol,7.2,White,WF0AXXWPMAGA18281,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",5,4,1499,4,60,16,240 @ 1600 RPM,134 @ 5700 RPM,1595,Ford,Kuga,Ambiente (fwd),47.4558162,-122.20913610939236
2014,2014 Toyota Kluger GX (4X4) GSU55R,184455,26990,Automatic,Suv,All Wheel Drive,Unleaded Petrol,10.6,Silver,5TDBK3FH60S034314,BUCKINGHAM DRIVE AUTOS,"24 Buckingham Drive, Wangara, WA",7,4,3456,6,72,24,337 @ 4700 RPM,201 @ 6200 RPM,2005,Toyota,Kluger,GX (4X4),-31.78741,115.81759
2021,2021 Volkswagen Polo 70TSI Trendline AW MY21,33236,22690,Other,Hatch,Front Wheel Drive,Premium Unleaded Petrol,5.0,White,WVWZZZAWZMU081467,Melville Volkswagen,"168 Leach Highway, Myaree, WA",5,5,999,3,40,12,175 @ 2000 RPM,70 @ 5000 RPM,1104,Volkswagen,Polo,70TSI Trendline,-32.04626,115.81017
2016,2016 Holden Colorado LS (4X4) RG MY16,339063,14800,Automatic,Ute tray,4x4,Diesel,9.1,White,MMU147DK0GH654294,Webb Auto Sales,"76 Division Street, Welshpool, WA",5,4,2776,4,76,16,470 @ 2000 RPM,147 @ 3600 RPM,1933,Holden,Colorado,LS (4X4),-31.987188,115.935923
2017,2017 Honda Civic VTI-L MY17,95770,25990,Continuous Variable,Sedan,Front Wheel Drive,Unleaded Petrol,6.0,Silver,MRHFC1660HT070408,Wangara MG Used,"20 Motor Parade, Wangara, WA",5,4,1498,4,47,16,220 @ 1700 RPM,127 @ 5500 RPM,1331,Honda,Civic,VTI-L,-31.794136,115.816569
2015,2015 Toyota Hilux SR (4X4) KUN26R MY14,223000,29990,Manual,Ute tray,4x4,Diesel,8.3,White,MR0FZ22G101205800,Capital Automotive group,"8 Parkland Road, Osborne Park, WA",5,4,2982,4,76,16,343 @ 1400 RPM,126 @ 3600 RPM,1825,Toyota,Hilux,SR (4X4),-31.91667,115.817585
2016,2016 Toyota Corolla Ascent ZRE182R MY15,141196,19989,Other,Hatch,Front Wheel Drive,Unleaded Petrol,6.1,White,JTNKU3JE30J539386,Melville Toyota,"Cnr North Lake Road & Leach Hwy, Melville, WA",5,5,1798,4,50,16,173 @ 4000 RPM,103 @ 6400 RPM,1275,Toyota,Corolla,Ascent,-32.040263,115.800702
2017,2017 Subaru XV 2.0I-L MY17,125202,27990,Continuous Variable,Suv,All Wheel Drive,Unleaded Petrol,7.1,Grey,JF1GT7KL5JG026581,Wangara MG Used,"20 Motor Parade, Wangara, WA",5,4,1995,4,60,16,196 @ 4200 RPM,110 @ 6200 RPM,1420,Subaru,XV,2.0I-L,-31.794136,115.816569
2009,2009 Volvo XC90 D5 MY09,186000,12990,Other,Suv,All Wheel Drive,Diesel,9.0,Red,YV1CZ714691501885,Capital Automotive group,"8 Parkland Road, Osborne Park, WA",7,4,2400,5,68,20,400 @ 2000 RPM,136 @ 4000 RPM,2069,Volvo,XC90,D5,-31.91667,115.817585
2016,2016 Toyota Yaris Ascent NCP130R MY15,37413,18998,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,5.7,Other,JTDKW3D390D575610,Regent,"4 Hocking Road, KINGSLEY, WA",5,5,1299,4,42,16,121 @ 4400 RPM,63 @ 6000 RPM,1035,Toyota,Yaris,Ascent,-31.80094,115.81669
2019,2019 Toyota Hilux SR (4X4) GUN126R MY19,117839,43990,Automatic,Ute tray,4x4,Diesel,8.5,White,MR0KA3CD801231701,AUS Vehicle Sales - Bassendean,"324 Collier Road, Bassendean, WA",5,4,2753,4,80,16,450 @ 1600 RPM,130 @ 3400 RPM,2075,Toyota,Hilux,SR (4X4),-31.906315,115.932176
2013,2013 Hyundai Veloster + FS MY13,76220,16999,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,6.4,Other,KMHTC61DLDU142429,John Hughes Group - Auto Warehouse,"Albany Highway, Victoria Park, WA",4,3,1591,4,50,16,166 @ 4850 RPM,103 @ 6300 RPM,1265,Hyundai,Veloster,+,47.431768,-122.227996
2013,2013 Hyundai IX35 Highlander (awd) LM MY13,59382,22988,Automatic,Suv,All Wheel Drive,Diesel,7.5,Black,KMHJU81VSDU659191,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,1995,4,55,16,392 @ 1600 RPM,135 @ 4000 RPM,1706,Hyundai,IX35,Highlander (awd),-31.80094,115.81669
2006,2006 Toyota RAV4 CV (4X4) ACA33R,269000,10990,Automatic,Suv,4x4,Unleaded Petrol,9.6,White,JTMBD33V505044715,DNA CAR SALES,"16 Baretta Road, Wangara, WA",5,4,2362,4,60,16,224 @ 4000 RPM,125 @ 6000 RPM,1550,Toyota,RAV4,CV (4X4),-31.79241,115.82027
2012,2012 Hyundai Veloster + FS,198222,12990,Other,Hatch,Front Wheel Drive,Unleaded Petrol,6.4,Blue,KMHTC61DVCU079580,Capital Automotive group,"8 Parkland Road, Osborne Park, WA",4,3,1591,4,50,16,166 @ 4850 RPM,103 @ 6300 RPM,1265,Hyundai,Veloster,+,-31.91667,115.817585
2019,2019 Suzuki Swift GL Navigator AL,52716,18885,Continuous Variable,Hatch,Front Wheel Drive,Unleaded Petrol,4.8,Blue,JSAAZC83S00309010,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",5,5,1242,4,37,16,120 @ 4400 RPM,66 @ 6000 RPM,900,Suzuki,Swift,GL Navigator,-31.7572029,115.7731046
2023,2023 Nissan X-Trail ST (4WD) 7 Seat T33 MY23,3885,44888,Continuous Variable,Suv,4x4,Unleaded Petrol,7.8,Black,JN1T33JEXA0000852,Total Nissan used,"1251 Albany Highway, Cannington, WA",7,4,2488,4,55,16,244 @ 3600 RPM,135 @ 6000 RPM,1643,Nissan,X-Trail,ST (4WD) 7 Seat,-32.011251,115.925422
2014,2014 Jeep Grand Cherokee Laredo (4X2) WK MY14,110704,18990,Automatic,Suv,Rear Wheel Drive,Premium Unleaded Petrol,10.1,Grey,1C4RJEEG3EC268277,Zai Motors,"1042 Albany Highway, Saint James, WA",5,4,3604,6,93,24,347 @ 4300 RPM,210 @ 6350 RPM,2191,Jeep,Grand Cherokee,Laredo (4X2),-31.996515,115.914741
2005,2005 Toyota RAV4 CV (4X4) ACA23R,211000,8490,Automatic,Suv,4x4,Unleaded Petrol,9.7,Silver,JTEHD20V300055004,New Continent Motor Pty Ltd,"7/8 Boag Place, Morley, WA",5,4,2362,4,57,16,224 @ 4000 RPM,120 @ 5700 RPM,1375,Toyota,RAV4,CV (4X4),-31.89919,115.89411
2020,2020 Hyundai Santa FE Active Crdi (awd) TM.2 MY20,137917,29980,Automatic,Suv,All Wheel Drive,Diesel,7.5,White,KMHS281CSLU265983,Webb Auto Sales,"76 Division Street, Welshpool, WA",7,4,2199,4,71,16,440 @ 1750 RPM,147 @ 3800 RPM,1995,Hyundai,Santa FE,Active Crdi (awd),-31.987188,115.935923
2019,2019 Hyundai I30 Active PD2 MY20,58088,23999,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.4,Blue,KMHH351EMLU126269,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,1999,4,50,16,203 @ 4700 RPM,120 @ 6200 RPM,1276,Hyundai,I30,Active,-31.79166,115.81549
2011,2011 Subaru Impreza R (awd) MY11,98189,13588,Automatic,Sedan,All Wheel Drive,Premium Unleaded Petrol,8.8,White,JF1GE7KS5BG018958,CarPlace,"7 Sobek Pass, Bibra Lake, WA",5,4,1994,4,60,16,196 @ 3200 RPM,110 @ 6400 RPM,1360,Subaru,Impreza,R (awd),-32.094655,115.814641
2020,2020 Toyota GR Yaris GR Gxpa16R,16792,45969,Manual,Hatch,All Wheel Drive,Premium Unleaded Petrol,7.6,White,JTDAF4E310A003819,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",4,3,1618,3,50,12,370 @ 3000 RPM,200 @ 6500 RPM,1280,Toyota,GR Yaris,GR,-31.99962,115.9236
2018,2018 Mazda CX-5 GT (4X4) MY17.5 (KF Series 2),83704,35999,Automatic,Suv,All Wheel Drive,Unleaded Petrol,7.5,Blue,JM0KF4WLA00158102,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,4,2488,4,58,16,251 @ 4000 RPM,140 @ 6000 RPM,1565,Mazda,CX-5,GT (4X4),-31.995227,115.938215
2011,2011 Subaru Impreza WRX (awd) MY11,209827,21999,Manual,Sedan,All Wheel Drive,Premium Unleaded Petrol,10.7,Blue,JF1GVEKD3BG020097,Auto Market WA,"4 Chokolich Street, Wangara, WA",5,4,2457,4,60,16,343 @ 4000 RPM,195 @ 6000 RPM,1395,Subaru,Impreza,WRX (awd),-31.79018,115.81566
2010,2010 Toyota Hilux SR KUN16R 09 Upgrade,192486,16998,Manual,Ute tray,Rear Wheel Drive,Diesel,8.6,White,MR0EZ12G004010341,Gardner Commercials,"1308 Albany Highway, Cannington, WA",5,4,2982,4,76,16,343 @ 1400 RPM,126 @ 3600 RPM,1665,Toyota,Hilux,SR,-32.015497,115.931154
2011,2011 Jeep Grand Cherokee Limited (4X4) WK,204660,17985,Automatic,Suv,All Wheel Drive,Diesel,8.3,White,1C4RJFFM7CC138087,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",5,4,2987,6,93,24,550 @ 1800 RPM,177 @ 4000 RPM,2191,Jeep,Grand Cherokee,Limited (4X4),47.4558162,-122.20913610939236
2006,2006 Holden Commodore SS VE,163410,25990,Automatic,Sedan,Rear Wheel Drive,Premium Unleaded Petrol,14.6,Silver,6G1EK55H17L886409,BUCKINGHAM DRIVE AUTOS,"24 Buckingham Drive, Wangara, WA",5,4,5967,8,73,16,530 @ 4400 RPM,270 @ 5700 RPM,1718,Holden,Commodore,SS,-31.78741,115.81759
2019,2019 Mitsubishi Outlander LS 7 Seat (awd) ZL MY19,34360,37999,Automatic,Suv,All Wheel Drive,Diesel,6.2,Silver,JMFXLGF6WKJ000502,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",7,4,2268,4,60,16,360 @ 1500 RPM,110 @ 3500 RPM,1630,Mitsubishi,Outlander,LS 7 Seat (awd),-31.79166,115.81549
2015,2015 Mitsubishi ASX LS (2WD) XB MY15.5,158507,16588,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,7.4,White,JMFXTGA2WFZC08606,CarPlace,"7 Sobek Pass, Bibra Lake, WA",5,4,1998,4,63,16,197 @ 4200 RPM,110 @ 6000 RPM,1375,Mitsubishi,ASX,LS (2WD),-32.094655,115.814641
2021,2021 Suzuki Baleno GL Series II,43835,21688,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,5.4,Blue,MBHEWB52S00713389,CarPlace,"7 Sobek Pass, Bibra Lake, WA",5,4,1373,4,37,16,130 @ 4000 RPM,68 @ 6000 RPM,915,Suzuki,Baleno,GL,-32.094655,115.814641
2020,2020 Hyundai I30 Active PD2 MY20,61750,24999,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.4,Blue,KMHH351EMLU128650,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,1999,4,50,16,203 @ 4700 RPM,120 @ 6200 RPM,1276,Hyundai,I30,Active,-31.79166,115.81549
2021,2021 Kia Cerato Sport NAV BD MY21,30021,26990,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.4,Silver,KNAF251CMM5102863,DNA CAR SALES,"16 Baretta Road, Wangara, WA",5,5,1999,4,50,16,192 @ 4000 RPM,112 @ 6200 RPM,1320,Kia,Cerato,Sport NAV,-31.79241,115.82027
2010,2010 Mitsubishi Challenger LS (5 Seat) (4X4) PB,208129,14995,Automatic,Suv,4x4,Diesel,9.8,Grey,MMAGYKH40AF001062,777 Pinoy Auto Sales,"284 Hampton Road, Beaconsfield, WA",5,4,2477,4,70,16,350 @ 1800 RPM,131 @ 4000 RPM,2051,Mitsubishi,Challenger,LS (5 Seat) (4X4),-32.07804,115.76163
2011,2011 Nissan X-Trail ST (4X4) T31 MY11,124965,17990,Other,Suv,4x4,Unleaded Petrol,9.1,Silver,JN1TANT31A0105641,Zai Motors,"1042 Albany Highway, Saint James, WA",5,4,2488,4,65,16,226 @ 4400 RPM,125 @ 6000 RPM,1525,Nissan,X-Trail,ST (4X4),-31.996515,115.914741
2013,2013 Toyota Corolla Ascent ZRE182R,65000,20990,Other,Hatch,Front Wheel Drive,Unleaded Petrol,6.6,Silver,JTNKU3JE50J026236,Scarboro Toyota,"297 Scarborough Beach Road, Osborne Park, WA",5,5,1798,4,50,16,173 @ 4000 RPM,103 @ 6400 RPM,1275,Toyota,Corolla,Ascent,-31.91454,115.824791
2020,2020 Toyota RAV4 GX 2WD Hybrid Axah52R,63404,45980,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol/Electric,4.7,Blue,JTMZ23FV90D515948,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,5,2487,4,55,16,221 @ 3600 RPM,131 @ 5700 RPM,1650,Toyota,RAV4,GX 2WD Hybrid,-31.99962,115.9236
2018,2018 LDV T60 Luxe (4X4) SK8C,68728,25999,Other,Ute tray,4x4,Diesel,9.6,Other,LSFAM11A5JA041850,WESTERN MOTORS CAR WHOLESALERS,"184 Welshpool Road, Welshpool, WA",5,4,2776,4,75,16,360 @ 1600 RPM,110 @ 3400 RPM,2060,LDV,T60,Luxe (4X4),-31.995359,115.939241
2010,2010 Ford Focus XR5 Turbo LV,168900,17990,Manual,Hatch,Front Wheel Drive,Premium Unleaded Petrol,9.3,Blue,WF0PXXGCDPAB04745,Galleria Toyota,"70-84 Collier Road, Morley, WA",5,5,2521,5,55,20,320 @ 1600 RPM,166 @ 6000 RPM,1442,Ford,Focus,XR5 Turbo,-31.900748,115.903642
2021,2021 Porsche Cayenne GTS 9Y MY21,14369,239900,Other,Suv,All Wheel Drive,Premium Unleaded Petrol,12.2,Black,WP1ZZZ9YZMDA62665,Porsche Centre Perth used,"101 Stirling Highway, Nedlands, WA",4,4,3996,8,90,32,320 @ 1800 RPM,338 @ 6000 RPM,2250,Porsche,Cayenne,GTS,-31.97905425,115.80173020000001
2008,2008 Mercedes-Benz ML280 CDI (4X4) W164 08 Upgrade,188176,11999,Other,Suv,4x4,Diesel,9.6,Silver,WDC1641202A436642,The Car Guys,"1143 Albany Highway, Bentley, WA",5,4,2987,6,95,24,440 @ 1400 RPM,140 @ 4000 RPM,2185,Mercedes-Benz,ML280,CDI (4X4),-32.00236,115.91905
